id	Jap_FullWidth	AutoSet
51808422	ＸＸ－セイバー フォルトロール	" ,cat_Jap,include,X－セイバー
 ,cat_Jap,include,X－セイバー__And,level,<,4"
51814159	ＲＲ－ネクロ・ヴァルチャー	 ,cat_Jap,include,RUM__And,type,include,SPELL
51827737	リサイクル・ジェネクス	
51828629	魔導騎士ギルティア	
51838385	ナイトメアテーベ	
51852507	薔薇の聖弓手	
51855378	ジャンク・ブレーダー	 ,cat_Jap,include,ジャンク__And,type,include,MONSTER
51858200	捕食惑星	 ,cat_Jap,include,プレデター
51858306	エクリプス・ワイバーン	 ,level,>,7__ ,race,==,DRAGON__And,attribute,==,LIGHT
51865604	ＺＳ－幻影賢者	" ,cat_Jap,include,希望皇ホープ
 ,attack,<,3000"
51912531	幻妖種ミトラ	 ,attribute,==,EARTH
51916032	人造人間－サイコ・ジャッカー	" ,cat_Jap,include,人造人間__And,type,include,MONSTER
 ,cat_Jap,include,人造人間"
51916853	マジカル・ハウンド	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
51925772	ドレッド・ドラゴン	 ,level,<,3__ ,race,==,DRAGON
51934376	大くしゃみのカバザウルス	
51945556	雷帝ザボルグ	
51960178	フェアリー・チア・ガール	
51962254	ハンター・アウル	" ,attribute,==,WIND
 ,attribute,==,WIND"
51976476	姑息な落とし穴	
51987571	ロックストーン・ウォリアー	
51987572	ロックストーン・トークン	
51993760	抹殺の邪悪霊	" ,level,==,8__ ,race,==,FIEND
 ,level,==,8__ ,race,==,FIEND"
52022648	妖精伝姫－シンデレラ	" ,type,include,SPELL
 ,type,include,EQUIP"
52031567	Ｅ・ＨＥＲＯ マッドボールマン	
52035300	不死武士	 ,type,include,MONSTER__And,race,!=,WARRIOR
52038272	インフェルノイド・ルキフグス	 ,cat_Jap,include,インフェルノイド__And,type,include,MONSTER
52038441	朔夜しぐれ	
52040216	ハーピィズペット竜	 ,id,==,76812113
52068432	トリシューラの影霊衣	 ,cat_Jap,include,影霊衣
52077741	翻弄するエルフの剣士	
52085072	絶望神アンチホープ	 ,type,include,MONSTER
52090844	ボーガニアン	
52097679	右手に盾を左手に剣を	
52098461	ラス・オブ・ネオス	 ,id,==,89943723
52101615	融合呪印生物－闇	" ,type,include,FUSION__And,attribute,==,DARK
 ,id,==,code"
52105192	アームズ・ホール	 ,type,include,EQUIP
52112003	カード・アドバンス	
52121290	スフィラスレディ	
52128900	シンクロ・ギフト	" ,type,include,SYNCHRO
 ,type,not include,SYNCHRO"
52140003	爆弾ウニ－ボム・アーチン－	 ,type,include,TRAP
52145422	グレイドル・ドラゴン	 ,attribute,==,WATER
52155219	転生炎獣の炎陣	" ,cat_Jap,include,サラマングレイト__And,type,include,MONSTER
 ,cat_Jap,include,サラマングレイト"
52158283	先史遺産コロッサル・ヘッド	 ,level,>,3
52176579	クリストロン・エントリー	" ,cat_Jap,include,クリストロン__And,type,include,TUNER
 ,cat_Jap,include,クリストロン__And,type,include,MONSTER"
52182715	グリーン・ダストン	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
52198054	ブレイズ・キャノン・マガジン	 ,cat_Jap,include,ヴォルカニック
52222372	タービン・ジェネクス	
52228131	パリィ	 ,cat_Jap,include,剣闘獣
52240819	魔界劇団－デビル・ヒール	" ,cat_Jap,include,魔界劇団
 ,cat_Jap,include,魔界劇団
 ,cat_Jap,include,魔界台本__And,type,include,SPELL"
52248570	プリズンクインデーモン	 ,level,<,4__ ,race,==,FIEND
52263685	盗み見ゴブリン	
52265835	Ａ・Ｏ・Ｊ ルドラ	
52277807	転生炎獣スピニー	" ,cat_Jap,include,サラマングレイト
 ,cat_Jap,include,サラマングレイト"
52286175	トラップ・リアクター・ＲＲ	
52319752	暗黒ヴェロキ	
52323207	番兵ゴーレム	
52323874	ＲＲ－デビル・イーグル	
52339733	竜胆ブルーム	
52340274	ギャラクシー・クィーンズ・ライト	 ,level,>,7
52340444	閃刀機－ホーネットビット	
52340445	閃刀姫トークン	
52346240	ロックキャット	 ,race,==,BEAST
52350806	未界域のモスマン	
52352005	ＸＸ－セイバー ガトムズ	
52354896	斬機マルチプライヤー	" ,race,==,CYBERSE
 ,race,==,CYBERSE"
52367652	命を食する者	
52370835	Ｈ・Ｃ ソード・シールド	" ,cat_Jap,include,ヒロイック
 ,cat_Jap,include,ヒロイック"
52394047	剣闘海戦	" ,cat_Jap,include,剣闘獣__And,type,include,MONSTER
 ,cat_Jap,include,剣闘獣"
52404456	マドルチェ・メッセンジェラート	" ,cat_Jap,include,マドルチェ__And,race,==,BEAST
 ,cat_Jap,include,マドルチェ__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
52417194	大暴落	
52430902	サイコジャンパー	 ,race,==,PSYCHIC
52467217	牛頭鬼	" ,race,==,ZOMBIE
 ,race,==,ZOMBIE
 ,race,==,ZOMBIE"
52481437	弾丸特急バレット・ライナー	" ,race,==,MACHINE__And,attribute,==,EARTH
 ,race,==,MACHINE"
52496105	剣闘獣の闘器マニカ	
52497105	蛮勇鱗粉	
52502677	剣闘獣アトリクス	" ,cat_Jap,include,剣闘獣__And,type,include,MONSTER
And,cat_Jap,include,剣闘獣"
52503575	最終突撃命令	
52512994	火車	
52518793	剣闘獣の檻－コロッセウム	
52534264	第弐次未界域探険隊	" ,cat_Jap,include,未界域
 ,cat_Jap,include,未界域__And,type,include,MONSTER"
52550973	ファラオのしもべ	
52551211	シャドール・ハウンド	 ,cat_Jap,include,シャドール
52558805	太鼓魔人テンテンテンポ	 ,type,include,XYZ__And,cat_Jap,include,魔人
52571838	忍び寄るデビルマンタ	
52575195	ビビット騎士	
52584282	ヘラクレス・ビートル	
52589809	風来王 ワイルド・ワインド	" ,attack,<,1500__ ,race,==,FIEND__And,type,include,TUNER
 ,attack,<,1500__ ,race,==,FIEND__And,type,include,TUNER"
52601736	甲虫装機 ホッパー	 ,cat_Jap,include,甲虫装機__And,type,include,MONSTER
52615248	プログレオ	
52624755	闇・道化師のペーテン	
52628687	ネクロの魔導書	" ,race,==,SPELLCASTER
 ,cat_Jap,include,魔導書__And,type,include,SPELL
 ,race,==,SPELLCASTER"
52639377	魔界闘士 バルムンク	 ,level,<,4
52648457	ゴーゴンの眼	
52653092	ＳＮｏ.０ ホープ・ゼアル	" ,type,include,XYZ,xyz,sumtype,tp__And,cat_Jap,include,No.
 ,cat_Jap,include,RUM
 ,cat_Jap,include,希望皇ホープ"
52665542	ライトロードの神域	" ,type,include,MONSTER__And,cat_Jap,include,ライトロード
 ,type,include,MONSTER__And,cat_Jap,include,ライトロード"
52675689	暗黒の眠りを誘うルシファー	
52684508	黒炎弾	" ,id,!=,74677422
 ,id,==,74677422"
52687916	氷結界の龍 トリシューラ	
52698008	サイバース・ウィキッド	" ,race,==,CYBERSE
 ,race,==,CYBERSE__And,type,include,TUNER"
52702748	異次元への案内人	
52709508	Ａ・ジェネクス・トライフォース	 ,attribute,==,LIGHT
52711246	妖神－不知火	 ,type,include,MONSTER
52714670	メタファイズ・ディメンション	" ,cat_Jap,include,メタファイズ
 ,cat_Jap,include,メタファイズ"
52738610	影霊衣の舞姫	 ,cat_Jap,include,影霊衣__And,type,include,MONSTER
52768103	ＫＡ－２ デス・シザース	
52786469	ラヴァル・ウォリアー	
52792430	捕食植物スピノ・ディオネア	 ,cat_Jap,include,捕食植物
52800428	死者の腕	
52817046	記憶抹消	
52823314	魔界発現世行きバス	 ,type,include,MONSTER
52824910	カイザー・グライダー	
52833089	ブラック・サンダー	 ,cat_Jap,include,BF
52834429	オーロラの天気模様	
52838896	一斉蜂起	" ,race,==,INSECT
 ,cat_Jap,include,B・F__And,level,<,4"
52840267	堕天使イシュタム	" ,cat_Jap,include,堕天使
 ,cat_Jap,include,堕天使__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
52840598	ブライ・シンクロン	
52846880	カタストルの影霊衣	 ,cat_Jap,include,影霊衣
52860176	憑依するブラッド・ソウル	 ,level,<,3
52869807	ＢＦ－逆風のガスト	
52875873	エヴォリューション・バースト	 ,id,==,70095154
52900000	霊魂鳥神－彦孔雀	 ,type,include,SPIRIT__And,level,<,4
52900001	霊魂鳥トークン	 ,type,include,SPIRIT__And,level,<,4
52900379	ＢＦ－追い風のアリゼ	
52904476	ネフティスの悟り手	 ,cat_Jap,include,ネフティス__And,level,<,4
52913738	破滅の儀式	
52927340	オルターガイスト・クンティエリ	 ,cat_Jap,include,オルターガイスト
52945066	海晶乙女波動	" ,cat_Jap,include,マリンセス
 ,type,include,EFFECT
 ,cat_Jap,include,マリンセス"
52947044	フュージョン・デステニー	
52963531	ＥＭマンモスプラッシュ	" ,type,include,FUSION
 ,cat_Jap,include,オッドアイズ__And,type,include,PENDULUM"
52971673	トークン復活祭	" ,type,include,TOKEN
 ,type,not include,TOKEN"
52971944	火遁封印式	 ,attribute,==,FIRE
52977572	ドラグニティ－ピルム	 ,cat_Jap,include,ドラグニティ__And,race,==,WINGEDBEAST
53025096	オッドアイズ・ドラゴン	
53027855	風霊神ウィンドローズ	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
53039326	鋼核合成獣研究所	 ,type,include,MONSTER__And,cat_Jap,include,コアキメイル
53046408	非常食	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
53054833	ＳＲダブルヨーヨー	 ,level,<,3__ ,cat_Jap,include,SR
53063039	Ｓｉｎ Ｃｌａｗ Ｓｔｒｅａｍ	 ,cat_Jap,include,Sin
53077251	単一化	
53090623	黄血鬼	
53100061	Ｘ－セイバー アクセル	 ,cat_Jap,include,セイバー
53112492	対抗魔術	
53116300	インヴェルズを呼ぶ者	 ,cat_Jap,include,インヴェルズ__And,level,<,4
53119267	魔力の棘	
53129443	ブラック・ホール	
53136004	魔導皇士 アンプール	" ,race,==,SPELLCASTER
 ,cat_Jap,include,魔導書"
53143898	オルターガイスト・マリオネッター	" ,cat_Jap,include,オルターガイスト__And,type,include,TRAP
 ,cat_Jap,include,オルターガイスト
 ,cat_Jap,include,オルターガイスト
 ,cat_Jap,include,オルターガイスト"
53152590	Ｃ・コイル	 ,cat_Jap,include,C（チェーン）
53153481	アーメイル	
53162898	アマゾネスの賢者	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
53167658	遮攻カーテン	
53180020	影霊衣の戦士 エグザ	" ,cat_Jap,include,影霊衣__And,type,include,RITUAL__And,race,==,DRAGON
 ,cat_Jap,include,影霊衣"
53183600	ブルーアイズ・トゥーン・ドラゴン	 ,type,include,TOON
53193261	エレキー	 ,cat_Jap,include,エレキ
53199020	魔轟神ディアネイラ	 ,cat_Jap,include,魔轟神
53208660	ペンデュラム・コール	 ,cat_Jap,include,魔術師__And,type,include,PENDULUM
53239672	スピリットバリア	
53241226	クロス・オーバー	
53244294	Ｎｏ.５７ 奮迅竜トレスラグーン	
53251824	ＲＲ－バニシング・レイニアス	 ,cat_Jap,include,RR__And,level,<,4
53257892	ギガプラント	 ,race,==,INSECT
53262004	オッドアイズ・ボルテックス・ドラゴン	 ,type,include,PENDULUM
53266486	アネスヴァレット・ドラゴン	 ,cat_Jap,include,ヴァレット
53274132	Ｃ・リペアラー	 ,level,<,4__ ,cat_Jap,include,C（チェーン）
53291093	トライアングル・エリア	 ,cat_Jap,include,エーリアン
53293545	火炎草	
53303460	魔神儀－キャンドール	 ,cat_Jap,include,魔神儀
53309998	シーアーカイバー	
53315891	合神竜ティマイオス	 ,cat_Jap,include,伝説の騎士
53325667	ガーデン・ローズ・メイデン	 ,(,1,.__ ,cat_Jap,include,ローズ・ドラゴン__Or,(,2,.__ ,race,==,DRAGON__And,type,include,SYNCHRO__.,),2,.__.,),2,.
53334471	御前試合	
53334641	ゴーストリックの駄天使	" ,cat_Jap,include,ゴーストリック__And,type,include,XYZ,xyzc,SUMMON_XYZ,tp
 ,cat_Jap,include,ゴーストリック__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,cat_Jap,include,ゴーストリック"
53341729	閃光を吸い込むマジック・ミラー	
53347303	青眼の光龍	
53363708	ラプテノスの超魔剣	
53375573	深淵の冥王	
53388413	総剣司令 ガトムズ	
53389254	Ａ ＢＦ－五月雨のソハヤ	 ,cat_Jap,include,A BF
53408006	ジェム・マーチャント	 ,attribute,==,EARTH__And,type,include,NORMAL
53413628	コード・トーカー	
53417695	破械唱導	" ,cat_Jap,include,破械
 ,cat_Jap,include,破械"
53451824	幻獣機コンコルーダ	 ,cat_Jap,include,幻獣機__And,level,<,4
53461122	ガイアフレーム	
53466826	ヒロイック・チャンス	 ,cat_Jap,include,ヒロイック
53485634	真紅眼の遡刻竜	
53490455	転生炎獣ラクーン	
53493204	心眼の女神	
53503015	冷薔薇の抱香	 ,race,==,PLANT__And,level,<,4
53519297	ブラック・ブースト	 ,cat_Jap,include,BF__And,type,include,TUNER
53527835	ダーク・シティ	
53530069	そよ風の精霊	
53539634	クリッチー	
53540729	ゼンマイウォリアー	 ,cat_Jap,include,ゼンマイ__And,level,>,1
53550467	聖騎士トリスタン	 ,cat_Jap,include,聖騎士
53567095	ゴッドバードアタック	 ,race,==,WINGEDBEAST
53569894	光のピラミッド	
53573406	カメンレオン	" ,level,>,5
 ,defense,<,0"
53577438	斬機ナブラ	" ,race,==,CYBERSE
 ,cat_Jap,include,斬機
 ,race,==,CYBERSE"
53581214	ファイヤー・デビル	
53582587	激流葬	
53586134	バブル・ショット	
53606874	ビック・アント	
53610653	バウンド・ワンド	 ,race,==,SPELLCASTER
53620899	雀姉妹	 ,type,include,MONSTER__And,cat_Jap,include,サブテラー
53623827	トップ・ランナー	
53624265	破械童子ラキア	 ,cat_Jap,include,破械
53656677	パワー・フレーム	
53666449	天空賢者ミネルヴァ	 ,type,include,COUNTER__And,id,!=,code
53670497	復活の聖刻印	" ,cat_Jap,include,聖刻__And,type,include,MONSTER
 ,cat_Jap,include,聖刻__And,type,include,MONSTER
 ,cat_Jap,include,聖刻"
53678698	武神－ミカヅチ	 ,cat_Jap,include,武神__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
53693416	イーグル・アイ	
53701259	覚醒の三幻魔	 ,type,include,TRAP__And,type,include,CONTINUOUS
53701457	Ｎｏ.２８ タイタニック・モス	
53713014	クレイジー・フィッシュ	
53714009	フレムベル・ウルキサス	
53724621	ＥＭギタートル	
53776525	ギゴバイト	
53778229	墓地封印	
53797637	炎征竜－バーナー	 ,(,1,.__ ,race,==,DRAGON__Or,attribute,==,FIRE__.,),1,.
53804307	焔征竜－ブラスター	" ,(,1,.__ ,race,==,DRAGON__Or,attribute,==,FIRE__.,),1,.
 ,attribute,==,FIRE
 ,race,==,DRAGON__And,attribute,==,FIRE"
53819028	捕食植物セラセニアント	 ,cat_Jap,include,プレデター
53819808	六武院	 ,cat_Jap,include,六武衆
53828396	瞬着ボマー	
53829412	グリフォール	
53830602	魔界植物	
53832650	バビロン	
53839837	ヴァンパイア・ロード	 ,type,include,ty
53842431	魔導獣 マスターケルベロス	 ,(,1,.__ ,cat_Jap,include,魔導獣__.,),1,.__And,level,<,7
53855409	ドッペル・ウォリアー	
53855410	ドッペル・トークン	
53855411	ドッペル・トークン	
53860621	グローウィング・ボウガン	 ,cat_Jap,include,BF
53890795	ロケット・ジャンパー	
53921056	氷結界の虎将 ガンターラ	 ,cat_Jap,include,氷結界
53927679	ファイヤー・トルーパー	
53932291	ＳＲタケトンボーグ	" ,attribute,==,WIND
 ,cat_Jap,include,SR__And,type,include,TUNER"
53936268	パーソナル・スプーフィング	" ,cat_Jap,include,オルターガイスト
 ,cat_Jap,include,オルターガイスト__And,type,include,MONSTER"
53944920	ジェネクス・ヒート	
53950487	Ｂ・Ｆ－突撃のヴォウジェ	 ,cat_Jap,include,B・F
53956001	曇りの天気模様	
53981499	マイティ・ウォリアー	
53982768	冥界の魔王 ハ・デス	
53989821	ＳＰＹＲＡＬ ＧＥＡＲ－マルチワイヤー	
54031490	紫炎の狼煙	
54040221	炎帝近衛兵	 ,race,==,PYRO
54040484	カオス・コア	
54048462	魔轟神ヴァルキュルス	 ,race,==,FIEND
54059040	アイスバーン	" ,attribute,==,WATER
 ,attribute,!=,WATER"
54082269	ＢＦ－フルアーマード・ウィング	
54088068	剛鬼ヘッドバット	" ,type,include,MONSTER__And,cat_Jap,include,剛鬼
 ,cat_Jap,include,剛鬼
 ,cat_Jap,include,剛鬼"
54094821	リチュアルバスター	
54098121	謎の傀儡師	
54109233	メサイアの蟻地獄	 ,level,<,3
54112932	ポテト＆チップス	
54135423	花札衛－柳－	" ,cat_Jap,include,花札衛__And,level,<,10
 ,cat_Jap,include,花札衛"
54149433	炎王獣 ガルドニクス	 ,cat_Jap,include,炎王獣
54161401	ナチュル・ロック	
54175023	ディメンション・ガーディアン	
54178050	竜の逆鱗	
54178659	虹天気アルシエル	
54185227	Ｖ・ＨＥＲＯ グラビート	" ,cat_Jap,include,HERO__And,type,include,MONSTER
 ,cat_Jap,include,V・HERO"
54191698	Ｎｏ.２９ マネキンキャット	 ,(,1,.__ ,attribute,==,tc:GetAttribute(__.,),1,.__Or,race,==,tc:GetRace(
54199839	メタファイズ・アセンション	" ,cat_Jap,include,メタファイズ
 ,type,include,MONSTER__And,cat_Jap,include,メタファイズ
 ,cat_Jap,include,メタファイズ"
54239282	オールド・マインド	 ,type,include,ty&0x7
54241725	真源の帝王	" ,cat_Jap,include,帝王__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,cat_Jap,include,帝王__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
